Code,Department Name,Undergrad Courses,Quality,Difficulty,Workload
GEOG,GEOG050.02: Web Mapping and Application,,TAS,0,2,Signup to reveal
GEOG,GEOG050.03: GIS Programming and Databases,,TAS,1,1,Signup to reveal
GEOG,GEOG050: Geographical Information Systems (GIS),,TLA,5,7,Signup to reveal
GEOG,GEOG051: Remote Sensing,,TLA,2,2,Signup to reveal
GEOG,GEOG052: Geospatial Technologies and Society,,,0,0,Signup to reveal
GEOG,GEOG053: Critical Mapping and the Geohumanities,,SOC,0,0,Signup to reveal
GEOG,GEOG054: Geovisualization,,SLA,5,6,Signup to reveal
GEOG,GEOG055: Critical Analysis in GIS,,TAS,1,2,Signup to reveal
GEOG,GEOG056: The Geographies of Health and Disease,,TAS,0,0,Signup to reveal
GEOG,GEOG057: Urban Applications of GIS,,TLA,1,0,Signup to reveal
GEOG,GEOG058: Critical Analysis in GIS,,TAS,1,1,Signup to reveal
GEOG,GEOG059: Environmental Applications of GIS,,TLA,2,1,Signup to reveal
GEOG,GEOG060: Earth System Modeling,,,2,3,Signup to reveal
GEOG,GEOG061.01: Hydroclimatology,,SCI,1,1,Signup to reveal
GEOG,"GEOG061: Global Movements: Migrants, Refugees, and Diasporas",,"INT, SOC",0,0,Signup to reveal
GEOG,GEOG062.01: River Processes and Watershed Science,,SLA,0,0,Signup to reveal
GEOG,GEOG062: Black Women’s Activism: 1970 – Present,,"SOC, CI",0,0,Signup to reveal
GEOG,GEOG063: Racial Geographies: Race and the Politics of Place,,,0,1,Signup to reveal
GEOG,"GEOG065.01: Global Movements: Migrants, Refugees, and Diasporas",,"INT, SOC",0,1,Signup to reveal
GEOG,GEOG065: Catastrophe and Human Survival,,SOC,0,2,Signup to reveal
GEOG,GEOG066: Geopolitics of Humanitarianism,,SOC,1,-1,Signup to reveal
GEOG,GEOG067.01: Scenes from the City: Urbanism and Modern American Visual Culture,,,0,0,Signup to reveal
GEOG,GEOG067: Political Ecology,,"INT, SOC",0,0,Signup to reveal
GEOG,GEOG068.01: Witchcraft and Biomedicine,,SOC,0,0,Signup to reveal
GEOG,GEOG068: Environmental Justice,,SOC,0,0,Signup to reveal
GEOG,GEOG070.01: Witchcraft and Biomedicine,,SOC,0,0,Signup to reveal
GEOG,GEOG071: Racial Geographies: Race and the Politics of Place,,"SOC, CI",1,3,Signup to reveal
GEOG,GEOG072: Environmental Justice,,"SOC, CI",0,0,Signup to reveal
GEOG,GEOG074: Moral Economies of Development,,"INT, SOC",0,0,Signup to reveal
GEOG,GEOG077: Environmental Applications of GIS,,TLA,1,2,Signup to reveal
GEOG,GEOG078: Geospatial Technologies and Society,,,0,0,Signup to reveal
GEOG,"GEOG080.03: 10 Weeks, 10   Professors #BlackLivesMatter",,,0,0,Signup to reveal
GEOG,GEOG080.04: Scenes from the City: Urbanism and Modern American Visual Culture,,"SOC, CI",0,0,Signup to reveal
GEOG,"GEOG080.05: 10 Weeks, 10 Professors: #BlackLivesMatter",,"SOC, CI",0,0,Signup to reveal
GEOG,GEOG080.06: Women in Asian Cities,,"SOC, CI",2,2,Signup to reveal
GEOG,"GEOG080.07: Race, Space, and Nature",,SOC,0,0,Signup to reveal
GEOG,GEOG080.08: Geospatial Technologies and Society,,SOC,0,0,Signup to reveal
GEOG,GEOG080.09: Humanitarian Emergencies and Geographic Methods,,TAS,1,2,Signup to reveal
GEOG,GEOG080.10: COVID-19 and the Social Life of Epidemics,,"INT, SOC",3,5,Signup to reveal
GEOG,GEOG080: Seminar in Geography,,,3,1,Signup to reveal
GEOG,GEOG081: Social and Physical Landscapes of the Czech Republic,,,0,0,Signup to reveal
GEOG,GEOG082: Independent Study in the Czech Republic,,"SOC, W",0,-1,Signup to reveal
GEOG,GEOG085: Senior Thesis I,,,0,1,Signup to reveal
GEOG,GEOG086: Independent Study in the Czech Republic,,"SOC, W",0,0,Signup to reveal
GEOG,GEOG087: Senior Thesis II,,,0,0,Signup to reveal
GEOG,GEOG090: Research in Geography,,SOC,18,6,Signup to reveal
GERM,GERM002.03: Fast-Track German in Berlin,,,0,0,Signup to reveal
GERM,GERM002: Introductory German (continued),,,44,20,Signup to reveal
GERM,GERM003: Introductory German (continued),,,19,11,Signup to reveal
GERM,GERM005: Aspects of German Culture,,W,2,2,Signup to reveal
GERM,GERM006: Readings in German Literature,,"LIT, W",1,3,Signup to reveal
GERM,GERM007.01: After Hitler,,"INT, LIT, W",1,1,Signup to reveal
GERM,GERM007.02: A Brief History of Paper,,"LIT, W",0,0,Signup to reveal
GERM,GERM007.04: Nietsche-Kafka-Freud,,"LIT, W",0,0,Signup to reveal
GERM,GERM007.05: Franz Kafka,,"LIT, W",8,12,Signup to reveal
GERM,GERM007.06: Diversity in the Media,,,1,3,Signup to reveal
GERM,GERM007.07: Babylon Berlin,,,0,0,Signup to reveal
GERM,GERM007: First-Year Seminars in German Literature,,,30,8,Signup to reveal
GERM,GERM010: Intermediate German Language and Culture: Contemporary Germany,,"LIT, W",0,1,Signup to reveal
GERM,GERM010.01: To Be Young and German,,"SOC, CI",10,14,Signup to reveal
GERM,GERM010.02: From God’s Subjects to Global Citizens,,"W, TMV",0,0,Signup to reveal
GERM,GERM010.03: Understanding German Media,,"ART, W",4,5,Signup to reveal
GERM,GERM010.06: Look! A Visual History of Germany,,"ART, W",2,6,Signup to reveal
GERM,GERM010: Intermediate German Language and Culture: Contemporary Germany,,,0,0,Signup to reveal
GERM,GERM013: Beyond Good and Evil,,"LIT, CI",5,3,Signup to reveal
GERM,GERM014: Into the Woods: The Brothers Grimm and the European Folklore Tradition,,"LIT, W",9,21,Signup to reveal
GERM,"GERM015: Nazis, Neonazis, Antifa and the Others: Exploring Responses to the Nazi Past",,"LIT, CI",3,3,Signup to reveal
GERM,GERM029: A Cultural Studies Approach to Contemporary Germany and Berlin,,"ART, CI",4,3,Signup to reveal
GERM,GERM030: Studies in German History,,"SOC, W",2,3,Signup to reveal
GERM,GERM031: Studies in German Theater,,"LIT, W",4,3,Signup to reveal
GERM,GERM042.04: From the Typewriter to Virtual Reality: Modern Media Theory (in English),,,0,0,Signup to reveal
GERM,"GERM042.05: Material Realities, Material Matters: A Brief History of Paper & Other Writing Surfaces (in English)",,"LIT, W",0,0,Signup to reveal
GERM,"GERM042.06: Freud: Psychoanalysis, Jews, and Gender (in English)",,"SOC, CI",0,0,Signup to reveal
GERM,GERM042.07: Intercultural Communication (in English),,"INT, SOC, CI",0,0,Signup to reveal
GERM,GERM042.08: Mind Reading: Media and the Brain (in English),,"LIT, W",1,0,Signup to reveal
GERM,GERM042.09: The Power and Spirit of Music In German Literature (in English),,,0,0,Signup to reveal
GERM,"GERM042.10: Naughty Nuns, Rowdy Knights and Feisty Poets: The German Middle Ages (in English)",,"LIT, W",0,0,Signup to reveal
GERM,GERM042.11: Literature and Psychoanalysis: The Cultural Legacy of Sigmund Freud (in English),,"LIT, W",0,0,Signup to reveal
GERM,GERM042.12: Fictions of Survival: Robinsonades and Adventure Stories (in English),,,0,0,Signup to reveal
GERM,GERM042.13: Gender and Jewish-German Culture,,"LIT, CI",0,0,Signup to reveal
GERM,GERM042.14: German-Jewish Exile Literature (in English),,"INT, LIT, CI",0,0,Signup to reveal
GERM,GERM042.15: Modern Sex:Weimar Republic,,"LIT, CI",0,0,Signup to reveal
GERM,GERM042: Topics in German Civilization (in English translation),,"LIT, W",10,3,Signup to reveal
GERM,GERM043.01: History & Theory of German Film: Contemporary German Film (in English),,,0,0,Signup to reveal
GERM,GERM043.04: The Berlin School,,"ART, W",0,0,Signup to reveal
GERM,"GERM043.05: Of Golems, Vampires, and Robots: The Haunted Screen of Weimar Cinema (in English)",,"ART, W",2,3,Signup to reveal
GERM,"GERM043.06: Migration, Mobility and the Movies: German Film in Global Context",,,1,1,Signup to reveal
GERM,"GERM043: Migration, Mobility and the Movies: German Film in Global Context",,"INT, ART, CI",16,2,Signup to reveal
GERM,GERM044.02: Hist of Jews in Germany,,"SOC, CI",0,0,Signup to reveal
GERM,GERM044.03: Souls Sold to the Devil: The Faust Tradition (In English),,"LIT, W",0,0,Signup to reveal
GERM,GERM044.04: Gems of German Prose Fiction from Goethe to the Present,,"LIT, W",0,0,Signup to reveal
GERM,GERM044.05: Where the Wild Things Are: The Culture of Environmentalism in Germany (in English),,"LIT, CI",1,1,Signup to reveal
GERM,GERM044.06: German-Jewish History (in English),,,0,0,Signup to reveal
GERM,GERM044.07: Metropolis Berlin: Cultural and Political History in the Urban Landscape (in English),,"SOC, W",0,0,Signup to reveal
GERM,GERM044: The Faust Tradition (in English translation),,,2,3,Signup to reveal
GERM,"GERM045: The Burden of the Nazi Past: World War, Genocide, Population Transfer, and Firebombing (in English)",,,0,0,Signup to reveal
GERM,GERM046.01: Alienation and Exile,,"LIT, W",0,0,Signup to reveal
GERM,"GERM046.02: Kafka and Brecht: Alienation, Satire, and Revolt (in English)",,"LIT, W",0,0,Signup to reveal
GERM,GERM046.03: 8 Short Books That Will Change Your Life,,"LIT, W",1,0,Signup to reveal
GERM,"GERM046.04: Mobs, Crowds, and the People: Activism in Populist Times",,"W, TMV",0,1,Signup to reveal
GERM,GERM046: The German Novel (in English translation),,,1,2,Signup to reveal
GERM,GERM047.01: Marketplace Germany: Language and Culture of the German Economy (in English),,,0,0,Signup to reveal
GERM,GERM047: German Drama (in English translation),,,1,1,Signup to reveal
GERM,GERM061: The Age of Goethe (1749-1832),,"LIT, W",2,2,Signup to reveal
GERM,GERM062: Literature of the Romantic Period,,,0,0,Signup to reveal
GERM,"GERM064.01: Lit of the Modern Period: Franz Kafka and the Modern Self""",,"LIT, W",0,0,Signup to reveal
GERM,GERM064.02: Pulp Fiction Meets High Literature: Media and Writing in 19th-Century Germany,,"LIT, W",2,3,Signup to reveal
GERM,GERM064.03: Weimar Republic Culture,,"LIT, CI",0,0,Signup to reveal
GERM,GERM064.04: Theater and the Revolution,,"LIT, W",0,0,Signup to reveal
GERM,GERM065.02: German Humor--Not an Oxymoron!,,,0,0,Signup to reveal
GERM,GERM065.03: Masterpieces: German Drama,,"LIT, W",0,0,Signup to reveal
GERM,GERM065.05: Deutsche Kurzprosa: Kunstmaerchen gegen Novelle,,"LIT, W",0,0,Signup to reveal
GERM,GERM065.06: Modes of Belonging: What is Heimat,,"LIT, W",1,1,Signup to reveal
GERM,GERM065.07: Babylon Berlin,,"INT, LIT, CI",0,0,Signup to reveal
GERM,GERM065.08: The Case Study: From Detective Fiction to Medical Narratives,,LIT,0,0,Signup to reveal
GERM,GERM065.09: (Research Seminar) Taboo Relationships: Deviant Desires in German Literature and Film,,"LIT, W",0,0,Signup to reveal
GERM,GERM065: Topics:20thC.GermanCultural,,"LIT, W",1,1,Signup to reveal
GERM,GERM067: German Drama: Drama Queens: Madness on Stage,,"LIT, W",2,1,Signup to reveal
GERM,GERM081: Seminar,,,0,0,Signup to reveal
GERM,GERM082.03: Breaking Bad: The Aesthetics of Evil,,"LIT, W",0,0,Signup to reveal
GERM,GERM082.04: Drawn to Life: The German Graphic Novel,,"LIT, W",0,0,Signup to reveal
GERM,GERM082.05: Found in Translation: Humor in German Literature,,"LIT, W",0,0,Signup to reveal
GERM,GERM082.06: Translation: Theory and Practice,,"INT, LIT, W",0,0,Signup to reveal
GERM,GERM082.07: On Literary Adaptations - How to become a Transformer,,,0,0,Signup to reveal
GERM,GERM082.08: Our Home/s – Creative Writing Seminar in the Age of Corona,,"ART, W",0,0,Signup to reveal
GERM,GERM082.09: The Hill We Climb – Down: Poetry and Short Fiction Nature Writing,,"LIT, W",0,-1,Signup to reveal
GERM,GERM082: Seminar- Religious Moments in German Literature,,,3,1,Signup to reveal
GERM,GERM084: Seminar,,,1,1,Signup to reveal
GERM,GERM085: Independent Study,,,0,0,Signup to reveal
GERM,GERM087: Honors Thesis I,,,0,0,Signup to reveal
GERM,GERM088: Honors Thesis II,,,0,0,Signup to reveal
GOVT,GOVT004: Politics of the World,,"INT, SOC",184,110,Signup to reveal
GOVT,GOVT005: International Politics,,"INT, SOC",400,435,Signup to reveal
GOVT,GOVT006: Political Ideas,,"W, TMV",149,77,Signup to reveal
GOVT,GOVT007.02: Nationalism in War,,"INT, NW",4,-4,Signup to reveal
GOVT,GOVT007.03: Media and Politics,,SOC,9,6,Signup to reveal
GOVT,GOVT007.12: Intelligence & Ntl Security,,SOC,2,13,Signup to reveal
GOVT,GOVT007.13: Political Theory of GOT,,"W, TMV",2,2,Signup to reveal
GOVT,GOVT007.14: Does Democracy Work?,,,3,4,Signup to reveal
GOVT,GOVT007.15: Dictator 101,,,2,1,Signup to reveal
GOVT,GOVT007: First-Year Seminars in Government,,,77,9,Signup to reveal
GOVT,GOVT010: Quantitative Political Analysis,,QDS,129,70,Signup to reveal
GOVT,GOVT016: Data Visualization,,TLA,3,4,Signup to reveal
GOVT,GOVT018: Introduction to Political Game Theory,,QDS,13,12,Signup to reveal
GOVT,GOVT019.01: Applied Multivariate Data Analysis,,QDS,1,0,Signup to reveal
GOVT,GOVT019.05: Computational Text Analysis for the Social Sciences,,TLA,0,0,Signup to reveal
GOVT,"GOVT019.06: By the Numbers: Race, Incarceration and Politics",,QDS,1,0,Signup to reveal
GOVT,GOVT020.01: Women and Politics,,"SOC, CI",10,-8,Signup to reveal
GOVT,GOVT020.02: Capitalism and Government,,SOC,3,5,Signup to reveal
GOVT,GOVT020.03: Morality and Political Economy,,"SOC, W",2,10,Signup to reveal
GOVT,GOVT020.04: Federalism and Decentralization,,,0,0,Signup to reveal
GOVT,"GOVT020.05: Revolution, Reform and Reaction: The Cold War in Latin America",,"INT, NW",3,5,Signup to reveal
GOVT,GOVT020.07: Religion and World Politics,,"W, TMV",2,-3,Signup to reveal
GOVT,GOVT020.08: America and the Middle East,,"INT, SOC, NW",5,9,Signup to reveal
GOVT,GOVT020.09: Populism and Democracy in Europe,,"INT, SOC",0,0,Signup to reveal
GOVT,GOVT020.10: Markets and Their Critics,,"INT, SOC",3,5,Signup to reveal
GOVT,GOVT020.11: Entrepreneurship&PubPolicy;,,SOC,2,1,Signup to reveal
GOVT,GOVT024: Development in Emerging Economies,,,0,0,Signup to reveal
GOVT,"GOVT025: Problems of Political Development: India, South Africa and China",,,3,1,Signup to reveal
GOVT,GOVT026: Elections and Reform,,,0,0,Signup to reveal
GOVT,GOVT027: Racial Justice,,SOC,0,0,Signup to reveal
GOVT,GOVT030.01: The Federal Budget,,,0,1,Signup to reveal
GOVT,GOVT030.02: Leadership and Political Institutions,,"SOC, W",1,1,Signup to reveal
GOVT,GOVT030.03: Political Economy in the Age of Google,,SOC,2,3,Signup to reveal
GOVT,GOVT030.04: Political Misinformation and Conspiracy Theories,,SOC,4,6,Signup to reveal
GOVT,GOVT030.07: American Political Economy,,"SOC, W",0,1,Signup to reveal
GOVT,GOVT030.08: Political Parties,,,0,0,Signup to reveal
GOVT,"GOVT030.09: Law, Courts, and Judges",,"W, TMV",6,10,Signup to reveal
GOVT,GOVT030.10: American Conservatism,,,0,0,Signup to reveal
GOVT,GOVT030.11: Policy Implementation,,"SOC, W",3,2,Signup to reveal
GOVT,GOVT030.12: Affirmative Action in Higher Education,,"SOC, CI",2,2,Signup to reveal
GOVT,GOVT030.13: Immigration Policy in the U.S.,,,0,0,Signup to reveal
GOVT,GOVT030.14: Health Politics and Policy,,SOC,0,3,Signup to reveal
GOVT,"GOVT030.15: Identity, Liberalism, and Democracy",,TMV,1,4,Signup to reveal
GOVT,GOVT031: Campaigns and Elections,,"SOC, W",6,1,Signup to reveal
GOVT,GOVT034: Congress and the American Political System,,"SOC, W",7,0,Signup to reveal
GOVT,GOVT035: The Presidency,,"SOC, W",9,4,Signup to reveal
GOVT,"GOVT037: Polling, Public Opinion, and Public Policy",,"SOC, W",19,2,Signup to reveal
GOVT,GOVT039: Political Psychology,,SOC,3,-3,Signup to reveal
GOVT,GOVT040.01: Democracy European Style,,,0,0,Signup to reveal
GOVT,GOVT040.02: Politics of India,,"INT, SOC, NW, W",0,1,Signup to reveal
GOVT,GOVT040.03: Politics of Japan: A Unique Democracy?,,"INT, SOC, NW",6,9,Signup to reveal
GOVT,GOVT040.05: Politics of Ethnicity,,"INT, SOC, CI",0,0,Signup to reveal
GOVT,GOVT040.06: Elections in Emerging Democracies,,"INT, SOC, W",0,0,Signup to reveal
GOVT,GOVT040.07: Comparative Political Economy,,"INT, SOC, W",1,0,Signup to reveal
GOVT,GOVT040.09: Politics of Israel and Palestine,,"INT, SOC, NW",16,6,Signup to reveal
GOVT,GOVT040.11: The Arab Uprising,,,0,0,Signup to reveal
GOVT,GOVT040.13: Modern Islamic Politics: from the Muslim Brotherhood to the Islamic State,,,0,0,Signup to reveal
GOVT,GOVT040.14: LatinAmer Democracy&Develop;,,"INT, NW",2,3,Signup to reveal
GOVT,"GOVT040.15: Commodities, Globalization, and Development in Latin America",,"INT, NW",7,12,Signup to reveal
GOVT,GOVT040.16: Israel and Palestine:  The Media as a Battlefield,,"SOC, CI",0,0,Signup to reveal
GOVT,GOVT040.17: Jerusalem: A Political History,,"SOC, CI",0,0,Signup to reveal
GOVT,GOVT040.18: Jews and Arabs in Palestine-Israel: Past and Present,,,0,0,Signup to reveal
GOVT,GOVT040.19: State-building in the Middle East and North Africa,,"INT, SOC, NW",2,2,Signup to reveal
GOVT,GOVT040.20: Immigration Politics,,"SOC, W",10,13,Signup to reveal
GOVT,GOVT040.21: Perception and Misperception: The Politics of the Cold War,,INT,1,3,Signup to reveal
GOVT,GOVT040.22: The Making of the Modern Middle East,,"INT, SOC, NW",0,0,Signup to reveal
GOVT,GOVT040.23: Energy and Society in the Middle East and North Africa,,"INT, NW",0,0,Signup to reveal
GOVT,GOVT040.24: Dictatorship and Dissent: the Middle East in a Global Context,,"INT, NW, LIT",0,2,Signup to reveal
GOVT,GOVT040.25: Introduction to Middle East Politics,,"INT, SOC, NW",2,2,Signup to reveal
GOVT,GOVT040.26: Authoritarianism vs. Democracy in Europe,,"INT, SOC",1,1,Signup to reveal
GOVT,GOVT040.27: Epidemics in History,,"INT, SOC",1,0,Signup to reveal
GOVT,GOVT040.28: Feeding the World,,"INT, SOC",0,1,Signup to reveal
GOVT,GOVT040.29: Democratic Erosion,,"INT, SOC",3,3,Signup to reveal
GOVT,GOVT042: Politics of Africa,,"INT, SOC, NW",11,12,Signup to reveal
GOVT,GOVT044: Globalization and Global Development,,"INT, SOC, NW",1,4,Signup to reveal
GOVT,GOVT046: Politics of the Middle East and North Africa,,,11,2,Signup to reveal
GOVT,GOVT047: The Arab-Israeli Conflict (Comparative Politics or International Relations),,,7,2,Signup to reveal
GOVT,"GOVT048: Redistribution, Inequality, and Diversity",,"INT, SOC, W",2,2,Signup to reveal
GOVT,GOVT049.01: Politics in Latin America,,,0,0,Signup to reveal
GOVT,GOVT049.03: Latin American Politics: Cuba,,,0,0,Signup to reveal
GOVT,GOVT049.04: Sex and the State in Latin America,,"SOC, NW",0,0,Signup to reveal
GOVT,GOVT049.05: Protest and Parties in Latin America,,"INT, SOC, NW",0,1,Signup to reveal
GOVT,GOVT049.06: U.S. – Latin America Relations: The Dynamic of Foreign Policy Formulation,,"INT, W",0,3,Signup to reveal
GOVT,"GOVT050.02: Civil War, Insurgency, and the International Response",,"INT, NW, TMV",7,11,Signup to reveal
GOVT,GOVT050.03: The Rise of China,,"INT, SOC, NW",3,5,Signup to reveal
GOVT,GOVT050.04: War and Peace in the Modern Age,,SOC,2,5,Signup to reveal
GOVT,GOVT050.05: Human Rights and International Relations,,"INT, SOC",0,1,Signup to reveal
GOVT,GOVT050.06: Nuclear Weapons: Physical and Strategic Effects,,"INT, SOC",6,16,Signup to reveal
GOVT,GOVT050.08: Psychology and International Politics,,SOC,6,7,Signup to reveal
GOVT,GOVT050.14: Consequences of Globalization,,,0,0,Signup to reveal
GOVT,GOVT050.16: THE RISE AND FALL OF GREAT POWERS,,"INT, SOC",6,4,Signup to reveal
GOVT,GOVT050.17: Weapons of Mass Destruction,,SOC,1,5,Signup to reveal
