Code,Department Name,Undergrad Courses,Quality,Difficulty,Workload
MUS,MUS059.22: Dartmouth College Glee Club II,,,0,0,Signup to reveal
MUS,MUS059.23: Dartmouth College Glee Club III,,ART,0,0,Signup to reveal
MUS,MUS059.31: Dartmouth College Gospel Choir I,,,0,0,Signup to reveal
MUS,MUS059.32: Dartmouth College Gospel Choir II,,,0,0,Signup to reveal
MUS,MUS059.33: Dartmouth College Gospel Choir III,,ART,0,0,Signup to reveal
MUS,MUS059.41: Handel Society of Dartmouth College I,,,0,0,Signup to reveal
MUS,MUS059.42: Handel Society of Dartmouth College II,,,0,0,Signup to reveal
MUS,MUS059.43: Handel Society of Dartmouth College III,,ART,0,0,Signup to reveal
MUS,MUS059.51: Dartmouth Symphony Orchestra I,,,0,0,Signup to reveal
MUS,MUS059.52: Dartmouth Symphony Orchestra II,,,0,0,Signup to reveal
MUS,MUS059.53: Dartmouth Symphony Orchestra III,,ART,0,0,Signup to reveal
MUS,MUS059.61: Dartmouth College Wind Ensemble I,,,0,0,Signup to reveal
MUS,MUS059.62: Dartmouth College Wind Ensemble II,,,0,0,Signup to reveal
MUS,MUS059.63: Dartmouth College Wind Ensemble III,,ART,0,0,Signup to reveal
MUS,MUS059: Ensemble Performance and Leadership,,,0,0,Signup to reveal
MUS,MUS060: Studies in Musical Performance: Keyboard,,ART,0,0,Signup to reveal
MUS,MUS061: Studies in Musical Performance: Woodwinds,,ART,0,0,Signup to reveal
MUS,MUS062: Studies in Musical Performance: Brass,,ART,0,0,Signup to reveal
MUS,MUS063: Studies in Musical Performance: Strings,,ART,0,1,Signup to reveal
MUS,MUS064: Studies in Musical Performance: Voice,,ART,0,0,Signup to reveal
MUS,MUS065: Studies in Musical Performance: Percussion,,ART,0,0,Signup to reveal
MUS,MUS070: Perspectives in Music Performance,,ART,4,6,Signup to reveal
MUS,MUS071: The History of Music in England,,"ART, W",0,1,Signup to reveal
MUS,MUS074: The History of Music in Central Europe,,"ART, W",1,-1,Signup to reveal
MUS,"MUS082: Special Study in History, Musicology, Ethnomusicology",,ART,0,0,Signup to reveal
MUS,MUS083: Special Study in Composition and Theory,,ART,0,0,Signup to reveal
MUS,MUS084: Special Study in Performance,,ART,0,0,Signup to reveal
MUS,MUS086: Other Special Studies,,ART,0,0,Signup to reveal
MUS,MUS087: Special Studies in Music Abroad (Individual Instruction on Music FSP),,ART,0,1,Signup to reveal
MUS,MUS088: Honors,,,0,0,Signup to reveal
MUS,MUS099: Proseminar,,ART,2,2,Signup to reveal
MUS,MUS101: Topics in the Repertoire of Electro-Acoustic and Computer Music,,,0,0,Signup to reveal
MUS,"MUS102: Music, Mind, Invention",,,0,0,Signup to reveal
MUS,"MUS103: Sound Analysis, Synthesis, and Digital Signal Processing",,,0,0,Signup to reveal
MUS,MUS104: Computer Music Composition,,,0,0,Signup to reveal
MUS,MUS105: Musical Systems,,,0,0,Signup to reveal
MUS,MUS137: Directed Research I,,,0,0,Signup to reveal
MUS,MUS138: Directed Research II,,,0,0,Signup to reveal
MUS,MUS139: Directed Research III,,,0,0,Signup to reveal
MUS,MUS700: Responsible and Ethical Conduct of Research,,,0,0,Signup to reveal
NAIS,NAIS011: Ancient Native Americans,,"SOC, NW",0,0,Signup to reveal
NAIS,NAIS014: AmIndianHist:PreCntact-1800,,"SOC, NW",0,3,Signup to reveal
NAIS,NAIS025: Indian Country Today,,"SOC, NW",2,4,Signup to reveal
NAIS,NAIS030.16: Re-mapping Tribal Narrative,,"NW, LIT",0,1,Signup to reveal
NAIS,NAIS038: Lewis&Clark; inIndianCountry,,SOC,0,0,Signup to reveal
NAIS,NAIS047: Ctmpry Native Am Poetry,,"LIT, CI",2,3,Signup to reveal
NAIS,"NAIS081.04: Land, Love & Kinship",,TMV,0,0,Signup to reveal
NAIS,NAIS085: Independent Study in NAS,,,0,0,Signup to reveal
NAIS,NAIS086: Independent Research in NAS,,,0,0,Signup to reveal
NAIS,NAIS087: Native Amer Studies Honors,,,0,0,Signup to reveal
NAS,NAS007.05: Aboriginal Pltcs in Canada,,"INT, TMV",1,2,Signup to reveal
NAS,NAS007.06: Native Americans and Sports,,"SOC, NW",0,1,Signup to reveal
NAS,NAS007.07: Great Stories Mistold,,,0,0,Signup to reveal
NAS,NAS007: First-Year Seminars in Native American Studies,,,17,1,Signup to reveal
NAS,NAS008: Perspectives in Native American Studies,,"SOC, CI",16,20,Signup to reveal
NAS,NAS010: Peoples and Cultures of Native North America,,"SOC, NW",0,1,Signup to reveal
NAS,NAS011: Ancient Native Americans,,"SOC, NW",2,0,Signup to reveal
NAS,NAS013: Feast and Forest,,"TMV, CI",1,3,Signup to reveal
NAS,NAS014: The Invasion of America: American Indian History Pre-Contact to 1800,,"SOC, NW",12,14,Signup to reveal
NAS,NAS015: American Indians and American Expansion: 1800 to 1924,,"SOC, NW",5,3,Signup to reveal
NAS,NAS016: 20th Century Native American History,,"SOC, NW",0,1,Signup to reveal
NAS,NAS018: Indigenous Environmental Studies,,"NW, TMV",0,3,Signup to reveal
NAS,NAS019: Encountering Forests,,,0,2,Signup to reveal
NAS,NAS022: Native American Lives,,"SOC, CI",5,1,Signup to reveal
NAS,NAS025: Indian Country Today,,"SOC, NW",32,26,Signup to reveal
NAS,NAS028: Native Americans and Sports,,"SOC, NW",0,0,Signup to reveal
NAS,NAS030.02: Modern Native Amer Art Hist,,"NW, ART",0,0,Signup to reveal
NAS,NAS030.07: Indians and Europeans in the Early Modern Southeast (1540-1763),,,0,0,Signup to reveal
NAS,NAS030.08: Contemporary Native American Art,,,1,1,Signup to reveal
NAS,"NAS030.09: The Native Southwest: Peoples, Places & Stories",,,0,0,Signup to reveal
NAS,"NAS030.10: Language, Landscape, and Identity in Native North America: The Voices of time immemorial",,"TMV, CI",0,0,Signup to reveal
NAS,NAS030.11: Circumpolar Archaeology and Environments,,"SOC, NW",0,0,Signup to reveal
NAS,NAS030.12: Native Americans of the Southwest: Realities and Representations,,"SOC, CI",0,0,Signup to reveal
NAS,NAS030.13: History of the Indigenous Peoples of the Southwest,,"SOC, CI",0,0,Signup to reveal
NAS,NAS030.14: Indigeneity and Development,,SOC,0,0,Signup to reveal
NAS,NAS030.15: Contemporary Native American Art,,"ART, CI",0,0,Signup to reveal
NAS,NAS030.16: Re-Mapping Tribal Narratives,,"NW, LIT",0,0,Signup to reveal
NAS,NAS030.17: Trickster re: mediations,,"ART, CI",0,0,Signup to reveal
NAS,NAS030.18: Indians Who Rock the World,,"NW, ART",0,1,Signup to reveal
NAS,NAS030.19: Indigistory-Dartmouth and Beyond: Digital Storytelling in American Indian Communities and Contexts,,"NW, LIT",1,2,Signup to reveal
NAS,NAS030.20: The World Turned Upside Down: An Indigenous History of the Andes after the Spanish Invasion,,"SOC, NW",2,1,Signup to reveal
NAS,NAS030.21: Native American Art and Material Culture,,"NW, ART",2,3,Signup to reveal
NAS,"NAS030.22: Placing History: A Exploration of Local History through Archives, Fieldwork, & Digital Maps",,"SOC, NW",0,1,Signup to reveal
NAS,NAS030.23: Making Kin with Machines: Indigenous Technologies and Digital Media,,"NW, TAS",0,0,Signup to reveal
NAS,NAS030.24: Sound Relations,,"NW, ART",0,0,Signup to reveal
NAS,NAS030.25: Intro Indigenous Languages,,"SOC, NW",0,0,Signup to reveal
NAS,NAS030: Special Topics in Native American Studies,,,1,1,Signup to reveal
NAS,NAS031: Indians in American Literature,,"LIT, W",0,0,Signup to reveal
NAS,NAS032: Indian Killers: Murder and Mystery in Native American Literature and Film,,"LIT, CI",3,1,Signup to reveal
NAS,NAS034: Native American Oral Traditional Literatures,,"NW, LIT",10,2,Signup to reveal
NAS,NAS035: Native American Literature,,"NW, LIT",2,6,Signup to reveal
NAS,NAS036: Indigenous Nationalism: Native Rights and Sovereignty,,"INT, SOC, NW",2,1,Signup to reveal
NAS,NAS037: Alaska: American Dreams and Native Realities,,"SOC, CI",0,0,Signup to reveal
NAS,NAS038: Lewis and Clark in Indian Country,,"SOC, W",0,0,Signup to reveal
NAS,NAS040: Language Revitalization,,"SOC, CI",1,-2,Signup to reveal
NAS,NAS041: Native American Literature and the Law,,"LIT, CI",1,3,Signup to reveal
NAS,NAS042: Gender Topics in Native American Life,,"SOC, CI",1,3,Signup to reveal
NAS,"NAS044: Indigenous Law, the State & Legal Pluralism",,,0,0,Signup to reveal
NAS,NAS045: American Indian Intellectuals,,,2,0,Signup to reveal
NAS,NAS047: Contemporary Native American Poetry,,"LIT, CI",2,1,Signup to reveal
NAS,NAS048: Indians and European Political Thought: 1492-1832,,"W, TMV",1,1,Signup to reveal
NAS,NAS049: The Land of the Totem Poles: Native Peoples of the Northwest Coast,,,0,0,Signup to reveal
NAS,NAS050: Federal Indian Law,,"SOC, NW",1,6,Signup to reveal
NAS,NAS051: Pan-Indianism in American History,,"SOC, NW",0,0,Signup to reveal
NAS,NAS055: The First President and the First Americans: The Indian World of George Washington,,"SOC, NW",0,0,Signup to reveal
NAS,NAS056: Indigenous North American Borderlands,,"INT, SOC, NW",3,3,Signup to reveal
NAS,NAS080.01: Bear Clan Texts,,"NW, LIT",0,1,Signup to reveal
NAS,NAS080: Advanced Seminars in Native American Studies,,"NW, LIT",1,1,Signup to reveal
NAS,NAS081.02: American Indian Intellectuals,,"NW, TMV",0,0,Signup to reveal
NAS,NAS081.03: Pen and Ink Witchcraft: Native American History Through Treaties,,"INT, NW, TMV",1,0,Signup to reveal
NAS,"NAS081.04: Land, Love & Kinship: A Seminar on Indigenous Environmental Knowledges",,TMV,0,1,Signup to reveal
NAS,NAS085: Independent Study in Native American Studies,,,0,0,Signup to reveal
NAS,NAS086: Independent Research in Native American Studies,,,0,0,Signup to reveal
NAS,NAS087: Native American Studies Honors,,,0,0,Signup to reveal
PBPL,PBPL007: Leadership in Foreign Policy Decision-making,,,0,0,Signup to reveal
PBPL,PBPL010: Statistical Analysis for Public Policy,,,0,0,Signup to reveal
PBPL,PBPL020: Contemporary Issues in American Politics and Public Policy,,,0,1,Signup to reveal
PBPL,PBPL021: Crisis and Strategy in American Foreign Policy,,"INT, SOC",0,1,Signup to reveal
PBPL,PBPL026: Health Politics and Policy,,"SOC, W",2,9,Signup to reveal
PBPL,PBPL027: Affirmative Action in Higher Education,,"SOC, CI",0,3,Signup to reveal
PBPL,"PBPL028: Law, Courts, and Judges",,"SOC, W, TMV",2,3,Signup to reveal
PBPL,PBPL040: Economics of Public Policymaking,,"SOC, W",18,14,Signup to reveal
PBPL,PBPL041: Writing and Speaking Public Policy,,"ART, W",8,11,Signup to reveal
PBPL,PBPL042: Ethics and Public Policy,,"W, TMV",2,4,Signup to reveal
PBPL,PBPL043: Social Entrepreneurship,,"SOC, W",0,0,Signup to reveal
PBPL,"PBPL044: Polling, Public Opinion, and Public Policy",,"SOC, W",2,1,Signup to reveal
PBPL,PBPL045: Introduction to Public Policy Research,,"SOC, W",19,7,Signup to reveal
PBPL,PBPL046: Policy Implementation,,"SOC, W",1,0,Signup to reveal
PBPL,PBPL047: Foundations of Leadership,,,0,0,Signup to reveal
PBPL,PBPL048: Policy Analysis and Local Governance,,,0,0,Signup to reveal
PBPL,PBPL049: Environmental Policy Research Workshop,,,0,0,Signup to reveal
PBPL,PBPL051: Leadership in Civil Society,,"SOC, W",0,2,Signup to reveal
PBPL,PBPL052: Leadership and Political Institutions,,"SOC, W",0,1,Signup to reveal
PBPL,PBPL053: Entrepreneurship&PubPolicy;,,SOC,0,0,Signup to reveal
PBPL,PBPL081.02: Lawyers and Public Policy,,,0,0,Signup to reveal
PBPL,PBPL081.03: Urban Politics and Public Policymaking,,,0,1,Signup to reveal
PBPL,PBPL081.05: Poverty and Public Policy in the United States,,,0,0,Signup to reveal
PBPL,"PBPL081.07: Secrecy and Lying in Politics, Law and Society",,,0,0,Signup to reveal
PBPL,PBPL081.08: Economics of Education Policy,,,0,0,Signup to reveal
PBPL,PBPL081.09: Politics and Markets,,"SOC, W",0,0,Signup to reveal
PBPL,PBPL082.01: Military Statecraft in International Relations,,"INT, SOC",0,0,Signup to reveal
PBPL,"PBPL082.02: Power, Politics and State",,"SOC, W",0,1,Signup to reveal
PBPL,PBPL082.05: International Law and Transnational Policymaking,,,0,0,Signup to reveal
PBPL,"PBPL082.06: Law, Rights, and Public Policy in Education",,,0,0,Signup to reveal
PBPL,"PBPL082.07: Consumer Debt, Bankruptcy, and Economic Policy",,,0,0,Signup to reveal
PBPL,PBPL082.08: Field Research Methods,,,2,0,Signup to reveal
PBPL,PBPL083.01: Persuasion and the Policy Process,,SOC,0,0,Signup to reveal
PBPL,PBPL083.02: Public Policy and Politics,,W,1,-1,Signup to reveal
PBPL,PBPL084.02: Health Economics and Policy,,"SOC, W",0,0,Signup to reveal
PBPL,PBPL084.04: Inequality and American Democracy,,"SOC, W",0,0,Signup to reveal
PBPL,PBPL085: Topics in Global Policy Leadership,,"INT, SOC, NW",4,1,Signup to reveal
PBPL,PBPL091: Independent Study in Public Policy,,,1,0,Signup to reveal
PHIL,PHIL001.02: Existentialist Ethics,,TMV,0,2,Signup to reveal
PHIL,PHIL001.03: Philosophy and Economics,,TMV,7,12,Signup to reveal
PHIL,"PHIL001.04: God, Darwin, and the Cosmos",,TMV,5,2,Signup to reveal
PHIL,"PHIL001.05: Reasons, Values, Persons",,TMV,6,13,Signup to reveal
PHIL,PHIL001.06: Classic and Experimental Philosophy,,,0,0,Signup to reveal
PHIL,"PHIL001.07: Life, Death, Relationships, and Meaning",,TMV,1,-1,Signup to reveal
PHIL,PHIL001.08: Philosophy of Time & Time Travel,,TMV,3,23,Signup to reveal
PHIL,"PHIL001.09: Science, Superstition, and Skepticism",,TMV,8,13,Signup to reveal
PHIL,"PHIL001.10: Minds, Meanings, and Images",,TMV,1,0,Signup to reveal
PHIL,"PHIL001.11: True, Beautiful, Nasty: Philosophy and The Arts",,TMV,2,4,Signup to reveal
PHIL,PHIL001.12: Philosophy and Tragedy,,TMV,0,0,Signup to reveal
PHIL,PHIL001.13: The Historical Philosophy of W.E.B. Du Bois,,,1,-1,Signup to reveal
PHIL,"PHIL001.14: Knowledge, Truth, and Power",,TMV,0,2,Signup to reveal
PHIL,PHIL001.15: Selves and Stories,,TMV,0,0,Signup to reveal
PHIL,"PHIL001.16: Morality, Freedom, and the Mind",,TMV,5,17,Signup to reveal
PHIL,"PHIL001.17: Race and Modernity: W.E.B. DuBois, James Baldwin, Lorraine Hansberry",,"LIT, W",0,-1,Signup to reveal
PHIL,"PHIL001.18: The Self in Philosophy, Psychology, and Neuroscience",,TMV,6,13,Signup to reveal
PHIL,"PHIL001.19: Identity, Liberalism, and Democracy",,TMV,0,0,Signup to reveal
PHIL,PHIL001: Introduction to Philosophical Topics,,,0,0,Signup to reveal
PHIL,PHIL003: Reason and Argument,,TMV,111,16,Signup to reveal
PHIL,PHIL004.01: Feminist Perspectives on Reproductive Ethics,,TMV,0,0,Signup to reveal
PHIL,PHIL004: Philosophy and Gender,,"TMV, CI",6,6,Signup to reveal
PHIL,PHIL005: Philosophy and Medicine,,TMV,4,15,Signup to reveal
PHIL,PHIL006: Logic and Language,,QDS,47,19,Signup to reveal
PHIL,PHIL007.01: Contemporary Moral Issues,,TMV,7,16,Signup to reveal
PHIL,PHIL007: First-Year Seminars in Philosophy,,,39,6,Signup to reveal
PHIL,PHIL008: Introduction to Moral Philosophy,,TMV,35,21,Signup to reveal
PHIL,PHIL009.01: Reproductive Ethics,,TMV,4,11,Signup to reveal
PHIL,PHIL009.02: Environmental Ethics,,TMV,1,6,Signup to reveal
PHIL,PHIL009.04: The Ethics of Food Choice and Food Policy,,TMV,0,0,Signup to reveal
PHIL,"PHIL009.06: Friends, Lovers, and Comrades: Ethical Issues of Special Relationships",,TMV,1,4,Signup to reveal
PHIL,"PHIL009.07: Ethics of Freedom, Paternalism, and Intervention",,TMV,4,4,Signup to reveal
PHIL,PHIL009.08: Ethics and Information Technology,,TMV,2,3,Signup to reveal
PHIL,PHIL009: Applied Ethics,,TMV,28,4,Signup to reveal
PHIL,PHIL010: Philosophy and Cognitive Science,,TAS,1,1,Signup to reveal
PHIL,PHIL011: Ancient Greek and Roman Philosophy,,"W, TMV",19,7,Signup to reveal
PHIL,PHIL012.01: Medieval Philosophy of Language and Reality,,,0,0,Signup to reveal
PHIL,PHIL012: Medieval and Renaissance Philosophy,,"W, TMV",2,-1,Signup to reveal
PHIL,PHIL013.01: 17th Century Rationalists,,"W, TMV",0,2,Signup to reveal
PHIL,PHIL013.02: British Empiricism,,"W, TMV",0,0,Signup to reveal
PHIL,PHIL013.03: The British Moralists,,"W, TMV",0,0,Signup to reveal
PHIL,PHIL013: Early Modern Philosophy,,"W, TMV",19,4,Signup to reveal
PHIL,PHIL016.01: Self-Consciousness in German Idealism,,"W, TMV",2,-1,Signup to reveal
PHIL,"PHIL016.02: Kant on Moral, Legal, and Political Philosophy",,"W, TMV",1,0,Signup to reveal
PHIL,PHIL016.03: Hegel and Marx,,TMV,0,2,Signup to reveal
PHIL,PHIL016: Late Modern Philosophy,,,9,1,Signup to reveal
PHIL,PHIL019.01: Wittgenstein,,"W, TMV",0,0,Signup to reveal
PHIL,PHIL019.02: Transcendental Philosophy in Husserl and Heidegger,,"W, TMV",1,1,Signup to reveal
PHIL,PHIL019.03: Positivism and Ordinary Language Philosophy,,"W, TMV",0,2,Signup to reveal
PHIL,PHIL019.04: American Pragmatism,,"W, TMV",2,0,Signup to reveal
PHIL,PHIL019: History of 19th/20th Century Philosophy,,,0,0,Signup to reveal
PHIL,PHIL021: Philosophy of Human Nature,,,3,2,Signup to reveal
PHIL,PHIL022: Feminism and Philosophy,,"TMV, CI",4,3,Signup to reveal
PHIL,PHIL023.01: Ethics and the Arts,,TMV,0,0,Signup to reveal
PHIL,PHIL023.02: Philosophy and the Cinematic Arts,,ART,0,0,Signup to reveal
PHIL,PHIL023.03: Art and Its Nature,,ART,0,0,Signup to reveal
PHIL,PHIL023: Art and Aesthetics,,,5,1,Signup to reveal
PHIL,PHIL024: Law and Philosophy,,"W, TMV",22,12,Signup to reveal
PHIL,PHIL025: Philosophy of Cognitive Science,,TAS,18,4,Signup to reveal
PHIL,PHIL026: Philosophy and Computers,,TAS,36,1,Signup to reveal
PHIL,PHIL027: Philosophy of Science,,TMV,2,0,Signup to reveal
PHIL,PHIL028.01: Heidegger's Being and Time,,"W, TMV",0,0,Signup to reveal
PHIL,PHIL028.02: Phenomenology and the Mimetic Arts,,"W, TMV",0,1,Signup to reveal
PHIL,PHIL028: Phenomenology and Existentialism,,"W, TMV",1,3,Signup to reveal
PHIL,PHIL029.01: Of Time and Necessity: Philosophy of Logic,,,0,0,Signup to reveal
PHIL,PHIL029.02: The Infinite,,TMV,1,1,Signup to reveal
PHIL,PHIL029: Philosophy of Logic and Mathematics,,TMV,2,4,Signup to reveal
PHIL,PHIL030: Epistemology and Methodology,,TMV,10,3,Signup to reveal
PHIL,PHIL031.01: Space and Time,,,0,1,Signup to reveal
PHIL,PHIL031.04: Realism and AntiRealism,,TMV,0,0,Signup to reveal
PHIL,"PHIL031.05: Time, Truth and Fate",,TMV,0,0,Signup to reveal
PHIL,"PHIL031.06: Free Will, Agency and Responsibility",,TMV,0,1,Signup to reveal
PHIL,PHIL031.07: The Social World,,TMV,0,0,Signup to reveal
PHIL,PHIL031.08: Puzzles of the Material World,,,0,0,Signup to reveal
PHIL,PHIL031.09: Metaphysics of Race,,TMV,0,0,Signup to reveal
PHIL,PHIL031: Metaphysics,,TMV,12,1,Signup to reveal
PHIL,PHIL032: Intermediate Logic,,QDS,2,2,Signup to reveal
PHIL,PHIL033: Philosophy of Logic,,,0,0,Signup to reveal
PHIL,PHIL034: Language and Thought,,TMV,9,4,Signup to reveal
PHIL,PHIL035.01: Theories of Consciousness,,TMV,2,2,Signup to reveal
PHIL,PHIL035: Mind and Psychology,,TMV,17,2,Signup to reveal
PHIL,PHIL036: Metaethics,,TMV,0,2,Signup to reveal
PHIL,PHIL037.01: Consequences and Contracts,,,0,0,Signup to reveal
PHIL,PHIL037: Ethical Theory,,TMV,11,-1,Signup to reveal
PHIL,"PHIL038.01: Equality, Justice, and Democracy",,TMV,1,1,Signup to reveal
PHIL,"PHIL038.02: Ethics, Politics, and the Law",,TMV,0,2,Signup to reveal
PHIL,"PHIL038.03: Race, Justice, and the Law",,TMV,0,0,Signup to reveal
PHIL,PHIL038: Social and Political Philosophy,,TMV,1,1,Signup to reveal
PHIL,PHIL039.01: Foucault,,,0,0,Signup to reveal
PHIL,PHIL039: Critical Theory and Post-Structuralism,,,0,0,Signup to reveal
PHIL,"PHIL040: Race, Gender, Sexuality",,"TMV, CI",0,0,Signup to reveal
PHIL,PHIL045.01: Paradoxes and Puzzles,,,0,0,Signup to reveal
PHIL,"PHIL045.02: God, Belief, and Evil",,,0,0,Signup to reveal
PHIL,PHIL045.03: Consent in Philosophy and Law,,TMV,1,2,Signup to reveal
PHIL,PHIL045.04: Embodied Cognition,,,0,0,Signup to reveal
PHIL,PHIL045: Special Topics in Philosophy,,,0,0,Signup to reveal
PHIL,PHIL050.09: Personal Identity and the Self,,TMV,0,1,Signup to reveal
PHIL,"PHIL050.14: Property, Markets, and Capitalism",,TMV,0,0,Signup to reveal
PHIL,PHIL050.15: Neuroethics,,TMV,0,0,Signup to reveal
PHIL,PHIL050.17: Global Expressive Rights,,TMV,0,0,Signup to reveal
PHIL,PHIL050.18: Animal Minds,,TMV,0,0,Signup to reveal
PHIL,PHIL050.20: The Social Mind,,,0,0,Signup to reveal
PHIL,PHIL050.21: Current Research in Social/Political Philosophy,,TMV,0,0,Signup to reveal
PHIL,PHIL050.22: Value,,TMV,1,1,Signup to reveal
PHIL,PHIL050.23: Virtue Ethics,,TMV,0,0,Signup to reveal
PHIL,PHIL050.24: Moral Epistemology,,TMV,0,0,Signup to reveal
PHIL,PHIL050.25: Moral Sentimentalism,,TMV,0,0,Signup to reveal
PHIL,PHIL050.26: Philosophy and the Quantum World,,,0,0,Signup to reveal
PHIL,PHIL050.27: Categories,,TMV,0,0,Signup to reveal
PHIL,PHIL050.28: Philosophy of Time,,TMV,0,0,Signup to reveal
PHIL,PHIL050.30: Freedom of Expression,,TMV,0,0,Signup to reveal
PHIL,PHIL050.31: Classics of Modern Aesthetics,,TMV,1,0,Signup to reveal
PHIL,PHIL050.32: Love and Respect,,TMV,1,0,Signup to reveal
PHIL,PHIL050.33: Necessity and Possibility,,TMV,0,1,Signup to reveal
PHIL,PHIL050.34: Experiencing Time,,TMV,0,-2,Signup to reveal
PHIL,"PHIL050.35: Mind, Language, and Morality",,TMV,0,1,Signup to reveal
PHIL,PHIL050.36: Propaganda,,TMV,0,2,Signup to reveal
PHIL,PHIL050.37: Self-Consciousness,,TMV,0,0,Signup to reveal
PHIL,PHIL050.38: Epistemology of Oppression,,TMV,0,0,Signup to reveal
PHIL,PHIL050: Advanced Seminar in Philosophy,,,16,1,Signup to reveal
PHIL,PHIL060: Foreign Study in Philosophy I,,TMV,3,1,Signup to reveal
PHIL,PHIL061: Foreign Study in Philosophy II,,TMV,3,1,Signup to reveal
PHIL,PHIL080.01: Kant's Critique of Pure Reason,,,0,0,Signup to reveal
PHIL,PHIL080.05: Metametaphysics,,TMV,0,0,Signup to reveal
PHIL,PHIL080.06: Images!,,TMV,0,1,Signup to reveal
PHIL,PHIL080.11: Ethical Issues in Artificial Intelligence,,,0,0,Signup to reveal
PHIL,"PHIL080.12: Free Will, Responsibility and the Brain",,,0,0,Signup to reveal
PHIL,"PHIL080.13: Love, Respect, and Moral Obligation",,,0,0,Signup to reveal
PHIL,"PHIL080.14: Kant on Being, Goodness, and Beauty",,TMV,0,0,Signup to reveal
PHIL,PHIL080.15: Epistemic Normativity,,TMV,0,0,Signup to reveal
PHIL,PHIL080.16: Plato's (Super)Naturalism,,TMV,0,0,Signup to reveal
PHIL,"PHIL080.17: Unity, Necessity, Infinity: Themes from Leibniz",,,0,0,Signup to reveal
PHIL,PHIL080.18: Beauty,,TMV,0,0,Signup to reveal
PHIL,PHIL080.19: Quine,,TMV,0,0,Signup to reveal
PHIL,PHIL080.20: Controversies in Feminist Philosophy,,TMV,0,0,Signup to reveal
PHIL,PHIL080.21: Philosophical Methodology,,TMV,0,0,Signup to reveal
PHIL,PHIL080.22: Secondary Qualities,,TMV,0,0,Signup to reveal
PHIL,PHIL080.23: Philosophy and the Quantum World,,TMV,1,1,Signup to reveal
PHIL,"PHIL080.24: The Real, the True, and the Vaguely",,TMV,0,0,Signup to reveal
PHIL,PHIL080.25: Imagination,,TMV,0,0,Signup to reveal
PHIL,PHIL080.26: Conceptual Ethics and Conceptual Engineering,,TMV,0,1,Signup to reveal
PHIL,PHIL080.27: Marx and Marxism,,TMV,0,0,Signup to reveal
PHIL,"PHIL080.28: Reasons, Value, and Well-Being",,TMV,1,1,Signup to reveal
PHIL,PHIL080.29: The Ethics of Neuroscience,,TMV,0,0,Signup to reveal
PHIL,PHIL080: Culminating Experience in Philosophy,,,10,2,Signup to reveal
PHIL,PHIL086: Research in Philosophy for the Ethics Minor,,,0,0,Signup to reveal
PHIL,PHIL087: Research in Philosophy,,,0,0,Signup to reveal
PHIL,PHIL089: Honors Program I,,,0,0,Signup to reveal
PHIL,PHIL090: Honors Program II,,,0,0,Signup to reveal
PHYS,PHYS002: Understanding the Universe: From Atoms to the Big Bang,,SCI,87,13,Signup to reveal
PHYS,PHYS003: General Physics I,,SLA,308,30,Signup to reveal
PHYS,PHYS004: General Physics II,,SLA,93,2,Signup to reveal
PHYS,PHYS005: Physics for Future Leaders,,TAS,2,2,Signup to reveal
PHYS,PHYS007.02: History&Future of Universe,,SCI,0,0,Signup to reveal
PHYS,PHYS007.05: Discovering the Universe,,SCI,0,0,Signup to reveal
PHYS,PHYS007.06: The Origin of the Universe,,SCI,3,1,Signup to reveal
PHYS,PHYS007.07: Nanotechnology and Society,,SCI,5,4,Signup to reveal
PHYS,PHYS007.08: Aliens inFiction&Nonfiction;,,,1,-1,Signup to reveal
PHYS,PHYS007: First-year Seminars in Physics,,,28,5,Signup to reveal
PHYS,PHYS013: Introductory Physics I,,SLA,259,38,Signup to reveal
PHYS,PHYS014: Introductory Physics II,,SLA,131,36,Signup to reveal
PHYS,"PHYS015: Introductory Physics I, Honors Section",,SLA,110,49,Signup to reveal
PHYS,"PHYS016: Introductory Physics II, Honors Section",,SLA,42,13,Signup to reveal
PHYS,PHYS019: Relativistic and Quantum Physics,,SCI,37,6,Signup to reveal
PHYS,PHYS022: Appl Math Methods Physicist,,SCI,3,2,Signup to reveal
PHYS,PHYS024: Quantum Physics of Matter: An Introduction,,,0,0,Signup to reveal
PHYS,PHYS030: Biological Physics,,"SCI, TAS",0,0,Signup to reveal
PHYS,PHYS031.01: Nonlinear Dynamics of Physical Systems,,SCI,0,0,Signup to reveal
PHYS,PHYS031.02: Research Methods in 21st Century Physics and Astronomy,,SCI,0,0,Signup to reveal
PHYS,PHYS031.03: Research Methods in 21st Century Astronomy in South Africa,,,0,0,Signup to reveal
PHYS,PHYS031.04: Research Methods in 21st Century Astronomy,,SLA,1,1,Signup to reveal
PHYS,PHYS031: Explore Physics!,,SCI,0,0,Signup to reveal
PHYS,PHYS040: Quantum Physics of Matter,,SCI,7,12,Signup to reveal
PHYS,PHYS041: Electricity and Magnetism,,SCI,23,6,Signup to reveal
PHYS,PHYS042: Introductory Quantum Mechanics,,SCI,15,4,Signup to reveal
PHYS,PHYS043: Statistical Physics,,SCI,35,3,Signup to reveal
PHYS,PHYS044: Mechanics,,SCI,9,6,Signup to reveal
PHYS,PHYS047: Optics,,SLA,11,4,Signup to reveal
PHYS,PHYS048: Electronics: Introduction to Linear and Digital Circuits,,TLA,0,0,Signup to reveal
